repo_url,fix_commit,framework
https://github.com/amido/stacks-webapp-template,f78cd1d6078be5cbfbeb2370c74a9bc2499f9036,typescript
https://github.com/amirsanni/Video-Call-App-NodeJS,298a4f8e58c070cd1d702f9e84a3ece5d145d15e,express
https://github.com/amnona/dbbact-website,966aac3f4f4718cd4d7e1612cd6594ab03f2ee26,flask
https://github.com/andreasvirkus/story-of-klaus,b6cc6b4916d594ac9f5aeed34d4c4c93dafc1a12,express
https://github.com/andrepcg/roasted-mail,75b9c2a598e19dc66e74fba4722f0d2803e96749,rails
https://github.com/andrewisen/dj-bpm,82a9120114d06971cb69a27e4cc3906c595016b3,clientside_javascript
https://github.com/ankushdharkar/SSR-with-React-step-by-step,519f23d183f6802850329b7399a9a50ead5b135b,react
https://github.com/annafamefuna/annafamefuna1,ea35b40b8cf25acc3d77a73415b96ce9f98db73c,typescript
https://github.com/anuraghazra/github-readme-stats,0833e8531d0445dd461956b805e69a36d183f021,javascript
https://github.com/anuraghazra/github-readme-stats,34b5dcb181cc96a38ff62bc31643e667be0daea9,dupe
https://github.com/apache/velocity-tools,e141828a4eb03e4b0224535eed12b5c463a24152,java_and_jsp
https://github.com/aquohn/happy-covid-whispers,14d3c977977f6e34f75e0ccbf710db7331cad164,express
https://github.com/argoproj/argo,7b1d17a006378d8f3c2e60eb201e2add4d4b13ba,go
https://github.com/artbees/rails,b221a4dc43368a1b6f00476f7c5f6047c5c7eea4,rails
https://github.com/artbees/rails,ddcca86f0ed5064140924c88cc5ad556d5ce32d4,rails
https://github.com/artificialarea/bookmarks-server,fd272af7c3e22f77f6576ee116e85eea3017bfbb,express
https://github.com/astashov/liftosaur,f4ac805a56751c7476f595363f71109385ea8aa5,typescript
https://github.com/audrey-audrey/wiki-map,ebbfac06689de72392f681469a25c6f040127b22,express
https://github.com/ayoubbensakhria/proged,78462819a8c9c94b3448ded7e82e5424390837f6,django
https://github.com/ayoubbensakhria/proged,8d8e10227ae0ce3e8fa85b7d01a8a32656fad3d3,django
https://github.com/baidu/amis,66a1f910b042a48fba1b992fe4fa61c463fe7e95,
